1000000 , 1 , 150862941
1000000 , 1 , 150964838
1000000 , 1 , 151285000
1000000 , 1 , 146332367
1000000 , 1 , 137754929
1000000 , 1 , 138101307
1000000 , 1 , 137304045
1000000 , 1 , 135269947
1000000 , 1 , 137241537
1000000 , 1 , 137630760
1000000 , 2 , 98175718
1000000 , 2 , 93479617
1000000 , 2 , 98230245
1000000 , 2 , 96714423
1000000 , 2 , 94339220
1000000 , 2 , 96559656
1000000 , 2 , 96788850
1000000 , 2 , 98102454
1000000 , 2 , 95672748
1000000 , 2 , 96250707
1000000 , 3 , 95013038
1000000 , 3 , 101531831
1000000 , 3 , 94948552
1000000 , 3 , 94163761
1000000 , 3 , 93878684
1000000 , 3 , 96172274
1000000 , 3 , 95755843
1000000 , 3 , 102409499
1000000 , 3 , 94182869
1000000 , 3 , 100759319
1000000 , 4 , 99473498
1000000 , 4 , 102066378
1000000 , 4 , 98463300
1000000 , 4 , 96881495
1000000 , 4 , 98127810
1000000 , 4 , 100526177
1000000 , 4 , 98857703
1000000 , 4 , 94681204
1000000 , 4 , 102664675
1000000 , 4 , 97223276
1000000 , 5 , 115089207
1000000 , 5 , 101289288
1000000 , 5 , 106721450
1000000 , 5 , 103152621
1000000 , 5 , 108419910
1000000 , 5 , 102883118
1000000 , 5 , 107113068
1000000 , 5 , 101342292
1000000 , 5 , 105174520
1000000 , 5 , 104833068
1000000 , 6 , 106279131
1000000 , 6 , 107286016
1000000 , 6 , 113393669
1000000 , 6 , 112692298
1000000 , 6 , 106705212
1000000 , 6 , 112328614
1000000 , 6 , 107420580
1000000 , 6 , 111479636
1000000 , 6 , 115452721
1000000 , 6 , 114986317
1000000 , 6 , 109200226
1000000 , 7 , 118669466
1000000 , 7 , 105039275
1000000 , 7 , 106121483
1000000 , 7 , 111021536
1000000 , 7 , 118158260
1000000 , 7 , 118670086
1000000 , 7 , 117667230
1000000 , 7 , 115293343
1000000 , 7 , 118166647
1000000 , 7 , 106991326
1000000 , 8 , 124980754
1000000 , 8 , 119792203
1000000 , 8 , 125368262
1000000 , 8 , 120944006
1000000 , 8 , 118623707
1000000 , 8 , 117728372
1000000 , 8 , 125622012
1000000 , 8 , 116790655
1000000 , 8 , 116964414
1000000 , 8 , 119305686
1000000 , 9 , 118575677
1000000 , 9 , 131075076
1000000 , 9 , 119130032
1000000 , 9 , 123250480
1000000 , 9 , 120986426
1000000 , 9 , 132435627
1000000 , 9 , 119660842
1000000 , 9 , 136187627
1000000 , 9 , 132797752
1000000 , 9 , 123389119
1000000 , 10 , 138121704
1000000 , 10 , 139048764
1000000 , 10 , 131031840
1000000 , 10 , 136534774
1000000 , 10 , 134017243
1000000 , 10 , 107129330
1000000 , 10 , 138507615
1000000 , 10 , 134353322
1000000 , 10 , 126773635
1000000 , 10 , 128412041
1000000 , 10 , 113990242
